id,name,source,rarity,type,level
QRjjE4TJNfaDhhQC,Giant Frilled Lizard,Pathfinder Bestiary,common,Animal,5
3VsQFEdIN5e1uWle,Giant Moray Eel,Pathfinder Bestiary,common,Animal,5
dEAneTvoPuQXZoLR,Gibbering Mouther,Pathfinder Bestiary,common,Aberration,5
AuCC04X2AO8oFN75,Harpy,Pathfinder Bestiary,common,Humanoid,5
xYlOudjXyTakF1m8,Living Landslide,Pathfinder Bestiary,common,Elemental,5
BLFEu9jCKPAMko01,Living Waterfall,Pathfinder Bestiary,common,Elemental,5
wjw8FQp4icafYash,Living Whirlwind,Pathfinder Bestiary,common,Elemental,5
zRNHsSxi1g3IFYFu,Living Wildfire,Pathfinder Bestiary,common,Elemental,5
uQBOJfjtzEXvpLQz,Ochre Jelly,Pathfinder Bestiary,common,Ooze,5
k3Lt3bWBadXvlIbG,Poltergeist,Pathfinder Bestiary,common,Spirit,5
BAD7npndaooB3Pz1,Redcap,Pathfinder Bestiary,common,Fey,5
gvCCATlH9mPGWbsp,Troll,Pathfinder Bestiary,common,Giant,5
v92cB3RBUMhysOpD,Winter Wolf,Pathfinder Bestiary,common,Beast,5
7ZgQuis8r8YQyUnI,Yeti,Pathfinder Bestiary,uncommon,Humanoid,5
6CQEelygt968CB7m,Ankylosaurus,Pathfinder Bestiary,common,Animal,6
t6Xh4fHdHi2GP87z,Annis Hag,Pathfinder Bestiary,common,Humanoid,6
oBMIc2S8ekmDgPpi,Awakened Tree,Pathfinder Bestiary,common,Plant,6
b8NQkby4QV4uOqFT,Cave Bear,Pathfinder Bestiary,common,Animal,6
NW1Ax1QGE9W4DmiN,Ceustodaemon,Pathfinder Bestiary,common,Fiend,6
zUvgAbgeQH5t6DWs,Choral,Pathfinder Bestiary,common,Celestial,6
B7eLG2k7qUo8HU6O,Drider,Pathfinder Bestiary,common,Aberration,6
8uXLbKKzxN5O0ZhM,Elananx,Pathfinder Bestiary,common,Fey,6
skwkJmgz7mqIcStF,Ettin,Pathfinder Bestiary,common,Giant,6
9X7hOvCKy1bqw0g6,Giant Tarantula,Pathfinder Bestiary,common,Animal,6
5hQk5NJk4L10txyW,Hobgoblin General,Pathfinder Bestiary,common,Humanoid,6
RiKjpztTt7tZbOeo,Hydra,Pathfinder Bestiary,common,Beast,6
vEFENJJixCdmBNl5,Jungle Drake,Pathfinder Bestiary,common,Dragon,6
IQsTNM8aXcCUmFu0,Lamia,Pathfinder Bestiary,common,Beast,6
qpRJOzx3bJ7rolHp,Manticore,Pathfinder Bestiary,common,Beast,6
E5RDV3n7GnjAspQ5,Mummy Guardian,Pathfinder Bestiary,common,Undead,6
waPgKbjhijeZ00Zm,Nightmare,Pathfinder Bestiary,common,Beast,6
HFbZ580RDOG6Rxz2,Sea Devil Baron,Pathfinder Bestiary,common,Humanoid,6
6XlGTt3RveX49YbC,Shambler,Pathfinder Bestiary,common,Plant,6
SP72xojHR0UGAWcs,Smilodon,Pathfinder Bestiary,common,Animal,6
Cq8sRhVVF0hagBu6,Vampire Count,Pathfinder Bestiary,common,Undead,6
wRQ7TZdd0n5UIIao,Will-o'-Wisp,Pathfinder Bestiary,common,Aberration,6
HbROgIcU9Z9m6XuD,Wraith,Pathfinder Bestiary,common,Undead,6
wuaSG22lLjQ6yali,Wyvern,Pathfinder Bestiary,common,Dragon,6
csfVqep68nYGHExr,Young White Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,6
3OPUMuBQThM5EXjz,Young White Dragon,Pathfinder Bestiary,common,Dragon,6
FJo8VkrM7kLkHa5D,Zombie Hulk,Pathfinder Bestiary,common,Undead,6
26SFLzXVXqX7aEUD,Annis Hag (1-06),Pathfinder Bestiary,common,Humanoid,6
tuIqEvsct8EO33xs,Alghollthu Master,Pathfinder Bestiary,uncommon,Aberration,7
saEPHCN5lDiylb5H,Black Pudding,Pathfinder Bestiary,common,Ooze,7
aD76W2uEQhFFUrom,Chuul,Pathfinder Bestiary,common,Aberration,7
0MOWKI97bgGDf5Xi,Dark Naga,Pathfinder Bestiary,uncommon,Aberration,7
0SJqmk4ItwL31Rg9,Dullahan,Pathfinder Bestiary,uncommon,Undead,7
HpY0addhUqtHMgUN,Elephant,Pathfinder Bestiary,common,Animal,7
pyFvLyQsyYjOz0xI,Frost Drake,Pathfinder Bestiary,common,Dragon,7
wKVZdVVcXtvLxgsY,Giant Animated Statue,Pathfinder Bestiary,common,Construct,7
DlRe4c2XlBSpwmms,Greater Barghest,Pathfinder Bestiary,uncommon,Fiend,7
IUzKFRX0uHl1yxkn,Greater Shadow,Pathfinder Bestiary,common,Undead,7
aqW5sp9HPgZgpXxs,Hill Giant,Pathfinder Bestiary,common,Giant,7
mqz4MfBwFxlBQeHs,Invisible Stalker,Pathfinder Bestiary,common,Elemental,7
gztjujplfVCBVXv0,Lantern Archon (Gestalt),Pathfinder Bestiary,common,Celestial,7
4B47SUq57pcl3U9u,Legion Archon,Pathfinder Bestiary,common,Celestial,7
d9W89Yv6zyvfxZuG,Lillend,Pathfinder Bestiary,common,Celestial,7
kkFVngQUGTACeggf,Medusa,Pathfinder Bestiary,common,Humanoid,7
zA1I5YXI9GCSaksP,Naiad Queen,Pathfinder Bestiary,uncommon,Fey,7
pL4sS2HZtGAryKnN,Naunet,Pathfinder Bestiary,common,Monitor,7
bIXfNKFWduf8MH0f,Ogre Boss,Pathfinder Bestiary,common,Giant,7
Jgh0WGVetNXi5jlM,Quatoid,Pathfinder Bestiary,common,Elemental,7
8JvzSTwQWtOsxRfL,Quetzalcoatlus,Pathfinder Bestiary,common,Animal,7
Zbvh6ChdD0TWv257,Remorhaz,Pathfinder Bestiary,uncommon,Beast,7
CHIh3vMssFixUlw8,Salamander,Pathfinder Bestiary,common,Elemental,7
xqnl2eFzy5H2NZoQ,Shaitan,Pathfinder Bestiary,uncommon,Elemental,7
lo4fR4jDVzLdwwkH,Skeletal Hulk,Pathfinder Bestiary,common,Undead,7
eP96NzLFSjua4NS5,Stegosaurus,Pathfinder Bestiary,common,Animal,7
AiPXegCJ1leUslTm,Succubus,Pathfinder Bestiary,common,Fiend,7
4npwV3fuBm3sBCPG,Xorn,Pathfinder Bestiary,common,Elemental,7
kR1wGS61ubIpH8A6,Young Black Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,7
v0GZ6zDWhD1Y3xs9,Young Black Dragon,Pathfinder Bestiary,common,Dragon,7
fcE9PgnC82e9haL5,Young Brass Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,7
uA0cv4OT5mQnym0V,Young Brass Dragon,Pathfinder Bestiary,common,Dragon,7
njfwxMPXTPA5AegD,Erinys (AV-D7),Pathfinder Bestiary,common,Fiend,8
c6AE2Mh8BRtBgbtz,Arboreal Regent,Pathfinder Bestiary,common,Plant,8
9qjXP1Lho1UmAihJ,Axiomite,Pathfinder Bestiary,common,Monitor,8
Fa1S0A8fAx3SkO9h,Brain Collector,Pathfinder Bestiary,uncommon,Aberration,8
CzxQpB3p0d9hwPeR,Bulette,Pathfinder Bestiary,common,Animal,8
RTUp97xNDutzYpuY,Chimera (Black Dragon),Pathfinder Bestiary,uncommon,Beast,8
x81PGKEsOtPquFVa,Chimera (Blue Dragon),Pathfinder Bestiary,uncommon,Beast,8
YdlmpfZso6GwPr2D,Chimera (Green Dragon),Pathfinder Bestiary,uncommon,Beast,8
ScNPruIwcIJNuSHb,Chimera (Red Dragon),Pathfinder Bestiary,uncommon,Beast,8
nkWnoEHWUsBLgNje,Chimera (White Dragon),Pathfinder Bestiary,uncommon,Beast,8
Y3T7XfC2BeiNBmuS,Desert Drake,Pathfinder Bestiary,common,Dragon,8
ETNlci6VnSthx5V6,Erinys,Pathfinder Bestiary,common,Fiend,8
sNFBOw4z9KagWUHe,Flesh Golem,Pathfinder Bestiary,uncommon,Construct,8
05wwpHHsBlxBbdkN,Giant Anaconda,Pathfinder Bestiary,common,Animal,8
vxKqnzwcxNAgLp7C,Giant Octopus,Pathfinder Bestiary,common,Animal,8
pTkz08ak9YlKRsOY,Hive Mother,Pathfinder Bestiary,uncommon,Animal,8
WNqPRMjKW0oCHZ8X,Krooth,Pathfinder Bestiary,common,Animal,8
NymSyXbXqfkGLFWF,Lamia Matriarch,Pathfinder Bestiary,common,Beast,8
GssFAdolUA3ghg2e,Megaprimatus,Pathfinder Bestiary,common,Animal,8
Qa7HaKfKiosEPr94,Sphinx,Pathfinder Bestiary,common,Beast,8
WiOY3YbiKEJKIQQz,Stone Giant,Pathfinder Bestiary,common,Giant,8
WAgQt9pkzgPOlcJI,Triceratops,Pathfinder Bestiary,common,Animal,8
pzG7Od1aHj0DkTzS,Young Copper Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,8
3W2PMV6IbVdouOB1,Young Copper Dragon,Pathfinder Bestiary,common,Dragon,8
5XtCOknYJuEl4SfD,Young Green Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,8
xZQIChzzIYbNIEoT,Young Green Dragon,Pathfinder Bestiary,common,Dragon,8
Tpuqwt6Af29EMtqX,Alchemical Golem,Pathfinder Bestiary,uncommon,Construct,9
ScOT6QOlXIsevhNq,Deinosuchus,Pathfinder Bestiary,common,Animal,9
gX66KyBxUOvMv5Sf,Dragon Turtle,Pathfinder Bestiary,common,Dragon,9
SUpy8sleRwi2Egsq,Drakauthix,Pathfinder Bestiary,common,Fungus,9
c0zqasudrwZU3fdw,Efreeti,Pathfinder Bestiary,uncommon,Elemental,9
Q8FAcsuta4p6d8KS,Firewyrm,Pathfinder Bestiary,common,Elemental,9
oSvWsqFnQLS5wlvg,Frost Giant,Pathfinder Bestiary,common,Giant,9
N62zM3aTelygWIt2,Leukodaemon,Pathfinder Bestiary,common,Fiend,9
cuET2PHGcE7eL7DJ,Marid,Pathfinder Bestiary,uncommon,Elemental,9
vUKCuAgLQdz5akgp,Megalodon,Pathfinder Bestiary,uncommon,Animal,9
kfeL172Ix3x1YRc9,Mummy Pharaoh,Pathfinder Bestiary,rare,Undead,9
B7b0alybm5U34nFV,Nessian Warhound,Pathfinder Bestiary,common,Beast,9
WQy7HBUcgDLsfVJd,Night Hag,Pathfinder Bestiary,common,Fiend,9
2HvXtedQziTTfI0S,Roc,Pathfinder Bestiary,common,Animal,9
NeYU7wwCv0RUesZ1,Stone Mauler,Pathfinder Bestiary,common,Elemental,9
LUtSo30fQWj7mrDn,Storm Lord,Pathfinder Bestiary,common,Elemental,9
6UczvqBDlGNXcIlW,Tidal Master,Pathfinder Bestiary,common,Elemental,9
yxCmLBpw6xqWFU3E,Vampire Mastermind,Pathfinder Bestiary,uncommon,Undead,9
4cPw8hZwW6uvyzvh,Vrock,Pathfinder Bestiary,common,Fiend,9
fd3Bf10lloqMg2jW,Young Blue Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,9
ar0tszs8NAgQamHX,Young Blue Dragon,Pathfinder Bestiary,common,Dragon,9
fsdCVADRbLxpBVT8,Young Bronze Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,9
uQOTCiHslczvrNpt,Young Bronze Dragon,Pathfinder Bestiary,common,Dragon,9
MhEfUXkSfLtgpmfE,Adult White Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,10
024PqcF8yMRBrPuq,Adult White Dragon,Pathfinder Bestiary,common,Dragon,10
05E3kkjoLZVjFOeO,Brontosaurus,Pathfinder Bestiary,common,Animal,10
skz8n8N9GEQY2c90,Clay Golem,Pathfinder Bestiary,uncommon,Construct,10
U1L3MFKHe0sNvLoU,Dezullon,Pathfinder Bestiary,common,Plant,10
80TiZrVvIBW7E6L2,Fire Giant,Pathfinder Bestiary,common,Giant,10
ToSwRvspZ0IB7SHQ,Ghost Mage,Pathfinder Bestiary,common,Spirit,10
5pk6bfodgnllSIOy,Giant Flytrap,Pathfinder Bestiary,common,Plant,10
4p07SH4zdmVZ405I,Graveknight,Pathfinder Bestiary,common,Undead,10
aq2H1lRALUNMEGRG,Guardian Naga,Pathfinder Bestiary,uncommon,Aberration,10
zq18QX6CBJNeUIgG,Gug,Pathfinder Bestiary,common,Aberration,10
yIXRooXdsKtbcw2D,Mammoth,Pathfinder Bestiary,common,Animal,10
PfcS6WzhMGzds5Wf,Nilith,Pathfinder Bestiary,common,Aberration,10
jP8CO6z7bNIhOuqQ,Ofalth,Pathfinder Bestiary,common,Aberration,10
B8QjalVNcWjuqgG7,Phistophilus,Pathfinder Bestiary,common,Fiend,10
hOXpmWmXU8N3n4Bw,Raja Rakshasa,Pathfinder Bestiary,common,Fiend,10
ZXbr1ke1vF0ZFKY3,Roper,Pathfinder Bestiary,uncommon,Aberration,10
qkWkshBHyTbLP07b,Shield Archon,Pathfinder Bestiary,common,Celestial,10
FwH05kDUlC8CwWTU,Troll King,Pathfinder Bestiary,common,Giant,10
LDQpLwN40OGefZD0,Tyrannosaurus,Pathfinder Bestiary,common,Animal,10
oLdrCmarnzd62kA8,Young Red Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,10
sUGKrcx7kbHkWnwG,Young Red Dragon,Pathfinder Bestiary,common,Dragon,10
dYbfZnB1ngiqPm4O,Young Silver Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,10
YPLZkAlOuaj3F3nZ,Young Silver Dragon,Pathfinder Bestiary,common,Dragon,10
AQwxOoYBwDUAwvfh,Adult Black Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,11
irrXrWxJ0LYSUCQB,Adult Black Dragon,Pathfinder Bestiary,common,Dragon,11
F99r7jcWX5YZB8xw,Adult Brass Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,11
JnOgG1xfWleFGNt9,Adult Brass Dragon,Pathfinder Bestiary,common,Dragon,11
l17XDoK0UIjXUvOv,Cloud Giant,Pathfinder Bestiary,common,Giant,11
HeoH8hi5iieKPuJ2,Deadly Mantis,Pathfinder Bestiary,common,Animal,11
XoXf5ExS95Vv6lNf,Elemental Avalanche,Pathfinder Bestiary,common,Elemental,11
FPKoiMXENk5FouXp,Elemental Hurricane,Pathfinder Bestiary,common,Elemental,11
NbGLrlt7RYdFFBQ5,Elemental Inferno,Pathfinder Bestiary,common,Elemental,11
vmN9SCUJxN1MIXwp,Elemental Tsunami,Pathfinder Bestiary,common,Elemental,11
T5CUuPsMPb17d6Qy,Goliath Spider,Pathfinder Bestiary,common,Animal,11
QQQhNnCit9XLMMoN,Greater Nightmare,Pathfinder Bestiary,common,Beast,11
Upf2fOZ6QgGG3seI,Stone Golem,Pathfinder Bestiary,uncommon,Construct,11
9xdl2PpfMEfJWhSO,Young Gold Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,11
DolNTN9s2p79N8Cy,Young Gold Dragon,Pathfinder Bestiary,common,Dragon,11
ouOt6d8xUFk8NhJ9,Adult Copper Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,12
Fzn4jHusVeyytgfx,Adult Copper Dragon,Pathfinder Bestiary,common,Dragon,12
JKG3m8pFISF48Sfr,Adult Green Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,12
zXi6UhZ0mXWpKk4A,Adult Green Dragon,Pathfinder Bestiary,common,Dragon,12
FHfrIJCdKTzy2rrR,Cauthooj,Pathfinder Bestiary,common,Beast,12
HyOf4CfAIhC3qWtz,Gimmerling,Pathfinder Bestiary,uncommon,Fey,12
IXen98RbUlbxDWBD,Gogiteth,Pathfinder Bestiary,common,Aberration,12
Zn0p5YjELMjEwkqx,Great Cyclops,Pathfinder Bestiary,uncommon,Giant,12
PgBsMyjMITjQnCs8,Kolyarut,Pathfinder Bestiary,common,Monitor,12
EibxkD9y30YmPaLH,Lich,Pathfinder Bestiary,rare,Undead,12
CFHLgMj8zHLqcagc,Sea Serpent,Pathfinder Bestiary,uncommon,Animal,12
t4JYGYJqT1CaqKvh,Shining Child,Pathfinder Bestiary,common,Astral,12
fxYMucI5b2IUoBpw,Shuln,Pathfinder Bestiary,rare,Beast,12
Dp6dq9Jd0TanufdU,Adult Blue Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,13
i3N3udPyTGVPLpoq,Adult Blue Dragon,Pathfinder Bestiary,common,Dragon,13
oj0vzfjflUc3xMBo,Adult Bronze Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,13
IMasNR02C74jy3cT,Adult Bronze Dragon,Pathfinder Bestiary,common,Dragon,13
io7johJlZinrSCiH,Dryad Queen,Pathfinder Bestiary,uncommon,Fey,13
kNmRn3WfiWLsuwoe,Gelugon,Pathfinder Bestiary,common,Fiend,13
Iw2QccAkRc5Vnfzj,Ghaele,Pathfinder Bestiary,common,Celestial,13
BRo0snV2sH6TFuh6,Glabrezu,Pathfinder Bestiary,common,Fiend,13
t4bHhZBBDUyVzEmf,Iron Golem,Pathfinder Bestiary,uncommon,Construct,13
4h9jhODg2NwiYsPg,Purple Worm,Pathfinder Bestiary,common,Animal,13
B0QyZEjAXUG5TsJU,Storm Giant,Pathfinder Bestiary,common,Giant,13
pFmaszqtsA2yt7dv,Adult Red Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,14
JhQGNMlKARMx1n2D,Adult Red Dragon,Pathfinder Bestiary,common,Dragon,14
tl1aGbwuPPUDKHbN,Adult Silver Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,14
v9eQFqibX6EYsmuX,Adult Silver Dragon,Pathfinder Bestiary,common,Dragon,14
45neevf5aLl0YPyk,Astral Deva,Pathfinder Bestiary,common,Celestial,14
tTmml7T2Knz2NrLd,Crag Linnorm,Pathfinder Bestiary,uncommon,Dragon,14
UPm2rwIevsX9Odbm,Grikkitog,Pathfinder Bestiary,common,Aberration,14
n1Mv0Q1MirfjBmfI,Uthul,Pathfinder Bestiary,common,Elemental,14
9AlfVoEMLwDODjxl,Veiled Master,Pathfinder Bestiary,rare,Aberration,14
NgCKGq28Qvt6ZOSr,Adult Gold Dragon (Spellcaster),Pathfinder Bestiary,common,Dragon,15
aAiuQvMGPN9QXwKY,Adult Gold Dragon,Pathfinder Bestiary,common,Dragon,15
OqCiTKXZu7EWmAI0,Ancient White Dragon (Spellcaster),Pathfinder Bestiary,uncommon,Dragon,15
mXkMSlj3LldzKxB9,Ancient White Dragon,Pathfinder Bestiary,uncommon,Dragon,15
iD3YlM0QzI2SrjD6,Azure Worm,Pathfinder Bestiary,uncommon,Animal,15
S35DifoycBwkxaGq,Demilich,Pathfinder Bestiary,rare,Undead,15
DPEmRRXYevk3ADqW,Morrigna,Pathfinder Bestiary,common,Monitor,15
9llfviiJg5bJlBth,Mukradi,Pathfinder Bestiary,common,Beast,15
gioxLqV8N4p9iIAh,Phoenix,Pathfinder Bestiary,rare,Beast,15
x26dyZZZRvZpzK2X,Quelaunt,Pathfinder Bestiary,common,Aberration,15
NTXm3ee7WZJ92Sww,Wemmuth,Pathfinder Bestiary,common,Plant,15
pYNMxg5z2nRFmkMM,Ancient Black Dragon (Spellcaster),Pathfinder Bestiary,uncommon,Dragon,16
Lvdykf6wfqzZBlZd,Ancient Black Dragon,Pathfinder Bestiary,uncommon,Dragon,16
kbZ3t5HhHRJJ4AMn,Ancient Brass Dragon (Spellcaster),Pathfinder Bestiary,uncommon,Dragon,16
bSjF2lCgchtp2ocS,Ancient Brass Dragon,Pathfinder Bestiary,uncommon,Dragon,16
fkBcMpr3Yxxfvz9v,Astradaemon,Pathfinder Bestiary,common,Fiend,16
pkNWilK2pHZ5TDsd,Lesser Death,Pathfinder Bestiary,rare,Undead,16
oMcHaTX5unOHC2Pm,Rune Giant,Pathfinder Bestiary,uncommon,Giant,16
e8rmI5xt6IANatfX,Shemhazian,Pathfinder Bestiary,common,Fiend,16
NpcS7iocNNsno6lE,Warsworn,Pathfinder Bestiary,uncommon,Undead,16
31kXa1P0LUl38jYG,Zaramuun,Pathfinder Bestiary,common,Elemental,16
qGvK4f8Clc6dOwLU,Ancient Copper Dragon (Spellcaster),Pathfinder Bestiary,uncommon,Dragon,17
B9KJUdZre51J3E3e,Ancient Copper Dragon,Pathfinder Bestiary,uncommon,Dragon,17
p2ECLKUzZ0GhFg22,Ancient Green Dragon (Spellcaster),Pathfinder Bestiary,uncommon,Dragon,17
0FGz2eXm0SB04sJW,Ancient Green Dragon,Pathfinder Bestiary,uncommon,Dragon,17
M6RknN77XTo23v45,Banshee,Pathfinder Bestiary,uncommon,Spirit,17
6eabIbxzYepfZAHX,Ice Linnorm,Pathfinder Bestiary,uncommon,Dragon,17
zBPGUUP788b0g1Ng,Keketar,Pathfinder Bestiary,common,Monitor,17
ImueS9YFhV6sxqBP,Marilith,Pathfinder Bestiary,common,Fiend,17
RDFvGocLW0OuHmlC,Wendigo,Pathfinder Bestiary,uncommon,Beast,17
keCgklXcy4HZgQIL,Adamantine Golem,Pathfinder Bestiary,rare,Construct,18
4C3Sh2lO9oWi78Zo,Ancient Blue Dragon (Spellcaster),Pathfinder Bestiary,uncommon,Dragon,18
uPxh3VpA80zZdWfx,Ancient Blue Dragon,Pathfinder Bestiary,uncommon,Dragon,18
MLmwdUIW4o7ZSUEG,Ancient Bronze Dragon (Spellcaster),Pathfinder Bestiary,uncommon,Dragon,18
BzBFDaNj51PP97RZ,Ancient Bronze Dragon,Pathfinder Bestiary,uncommon,Dragon,18
8U8K0YEghIErml35,Crimson Worm,Pathfinder Bestiary,rare,Beast,18
45Eo7MFWG3ShikvD,Kraken,Pathfinder Bestiary,uncommon,Beast,18
Q3EaaLLx5kDXb5vQ,Shoggoth,Pathfinder Bestiary,rare,Aberration,18
ASc5sT2hU84tp1fx,Simurgh,Pathfinder Bestiary,rare,Beast,18
myEeYWWAgnkLwtIb,Skulltaker,Pathfinder Bestiary,uncommon,Undead,18
2T2cN4j4EzfDAIEe,Ancient Red Dragon (Spellcaster),Pathfinder Bestiary,uncommon,Dragon,19
9H11QHnoKz8hHKSM,Ancient Red Dragon,Pathfinder Bestiary,uncommon,Dragon,19
jlEFaUJjAK4MTsLc,Ancient Silver Dragon (Spellcaster),Pathfinder Bestiary,uncommon,Dragon,19
SWOZ0e2IQifxzlgL,Ancient Silver Dragon,Pathfinder Bestiary,uncommon,Dragon,19
m3x8q5rZ6zh9x82s,Guthallath,Pathfinder Bestiary,rare,Construct,19
cZsaAKlEYWZUO1CV,Terotricus,Pathfinder Bestiary,rare,Fungus,19
VEnjCj4geJBzTgBJ,Ancient Gold Dragon (Spellcaster),Pathfinder Bestiary,uncommon,Dragon,20
nWiibOE9wVSlTdkx,Ancient Gold Dragon,Pathfinder Bestiary,uncommon,Dragon,20
9vNYtJZiseCEf4wt,Balor,Pathfinder Bestiary,common,Fiend,20
JiThbhDfjUoPaTP1,Baomal,Pathfinder Bestiary,common,Aberration,20
QT2gA8WMaT2cuXr7,Pit Fiend,Pathfinder Bestiary,common,Fiend,20
bjJUZKcA47Qp0ZwL,Pleroma,Pathfinder Bestiary,common,Monitor,20
2IrbfdtWyXiGOLBA,Tarn Linnorm,Pathfinder Bestiary,uncommon,Dragon,20
mGr4e6fH3w8ewcSX,Grim Reaper,Pathfinder Bestiary,rare,Undead,21
VUJrPHKOjYkIQnWn,Mu Spore,Pathfinder Bestiary,common,Fungus,21
x6wfK4UCJ6wYok9t,Tor Linnorm,Pathfinder Bestiary,uncommon,Dragon,21
8BloAdRqlLpt5bNg,Treerazer,Pathfinder Bestiary,unique,Fiend,25
XZZdG5RosoYsF237,Compsognathus,Pathfinder Bestiary 2,common,Animal,-1
oSQ3Q9tzTohksAtf,Crawling Hand,Pathfinder Bestiary 2,common,Undead,-1
hFbfXmjMkGEzMkQ1,Raven,Pathfinder Bestiary 2,common,Animal,-1
UcUlBj3brC80A8gq,Snapping Turtle,Pathfinder Bestiary 2,common,Animal,-1
0rhltfBkQtYkCwXd,Yellow Musk Thrall,Pathfinder Bestiary 2,common,Plant,-1
PKAs8bMBMpnegmwq,Badger,Pathfinder Bestiary 2,common,Animal,0
WxSpfUReYJb4StxG,Blue-Ringed Octopus,Pathfinder Bestiary 2,common,Animal,0
8usfZlFqdD9cchPJ,Bottlenose Dolphin,Pathfinder Bestiary 2,common,Animal,0
Z2v611Np3J1MBkpv,Dream Spider,Pathfinder Bestiary 2,common,Animal,0
y9D2wh63pBzIyI7i,Giant Maggot,Pathfinder Bestiary 2,common,Animal,0
N7Ej1AyPPolzboex,Grindylow,Pathfinder Bestiary 2,common,Aberration,0
6EX8nxH3zRotLRJG,Sea Snake,Pathfinder Bestiary 2,common,Animal,0
QHNXT5bZDqKRzwEF,Spear Frog,Pathfinder Bestiary 2,common,Animal,0
HXWT5QxmOCn0poMt,Stingray,Pathfinder Bestiary 2,common,Animal,0
3MDlKPlPhHBo1DId,Vampire Squid,Pathfinder Bestiary 2,common,Animal,0
nRsH7unLIRWq0ZHC,Akata,Pathfinder Bestiary 2,rare,Aberration,1
kapPWNOxXOLcd4VF,Amoeba Swarm,Pathfinder Bestiary 2,common,Ooze,1
BTQ2ARKulg5Egueg,Augur,Pathfinder Bestiary 2,common,Fiend,1
SFpMOxBwiS529dJk,Brownie,Pathfinder Bestiary 2,common,Fey,1
tdCyjq57rgfPezjT,Carbuncle,Pathfinder Bestiary 2,rare,Beast,1
e0YvEWJ5zpU946G4,Cave Scorpion,Pathfinder Bestiary 2,common,Animal,1
QR3AC4mkpfz6KPSh,Cythnigot,Pathfinder Bestiary 2,uncommon,Fiend,1
m40M5R7wcm5DSVK2,Dust Mephit,Pathfinder Bestiary 2,uncommon,Elemental,1
aVf2IojxU9ZZ64M5,Fetchling Scout,Pathfinder Bestiary 2,common,Humanoid,1
VPDKzeTY8O1XrKLk,Giant Amoeba,Pathfinder Bestiary 2,common,Ooze,1
RqABskvexmp5sT7X,Giant Cockroach,Pathfinder Bestiary 2,common,Animal,1
3DSqfobadad3pA6O,Giant Fly,Pathfinder Bestiary 2,common,Animal,1
EWoJAp5LJeL1Qfye,Giant Frog,Pathfinder Bestiary 2,common,Animal,1
C7LvY2Xxzm2xRL1M,Giant Solifugid,Pathfinder Bestiary 2,common,Animal,1
le7VaOJyQQnl37Wa,Giant Tick,Pathfinder Bestiary 2,common,Animal,1
rpq2rHlZjy5g31xo,Grippli Scout,Pathfinder Bestiary 2,common,Humanoid,1
z39LYFGYmOsoGVSh,Hippocampus,Pathfinder Bestiary 2,common,Animal,1
6Me4Q1JDupyCCnGg,Ice Mephit,Pathfinder Bestiary 2,uncommon,Elemental,1
jhr6WpTeY8GXXwK1,Ifrit Pyrochemist,Pathfinder Bestiary 2,common,Humanoid,1
ACIqdW6VsFA1TCpN,Manta Ray,Pathfinder Bestiary 2,common,Animal,1
LZp7LLcFzDBlrwod,Nixie,Pathfinder Bestiary 2,common,Fey,1
5FcYbQxHehjO4w1d,Ooze Mephit,Pathfinder Bestiary 2,uncommon,Elemental,1
xrAx0xj0UsM4DG5T,Oread Guard,Pathfinder Bestiary 2,common,Humanoid,1
5l3surWoPHTgPoWY,Petitioner (Abaddon),Pathfinder Bestiary 2,common,Petitioner,1
wE9kb53ZHifUfdD8,Petitioner (Abyss),Pathfinder Bestiary 2,common,Petitioner,1
yXP9vS35tZ5iAUix,Petitioner (Astral Plane),Pathfinder Bestiary 2,common,Petitioner,1
lvvLNyZpbb4Ydz3U,Petitioner (Axis),Pathfinder Bestiary 2,common,Petitioner,1
fizcFuAe2WPauA2U,Petitioner (Boneyard),Pathfinder Bestiary 2,common,Petitioner,1
TCFurVn1aWhukqxb,Petitioner (Dead Vault),Pathfinder Bestiary 2,common,Petitioner,1
sHKhlvs40YywkYw4,Petitioner (Dimension of Dreams),Pathfinder Bestiary 2,common,Petitioner,1
6ZLs4H4gjVyb3yV7,Petitioner (Elysium),Pathfinder Bestiary 2,common,Petitioner,1
p5ZGpvIfEiBgMG2f,Petitioner (Ethereal Plane),Pathfinder Bestiary 2,common,Petitioner,1
